,asset_id,name,owner,seller,buyer,burnable,date,price_usd,media,coll_name,coll_author,coll_market_fee
94,1099514415344,Sexy Fireball Sticker #4,rockingonwax,b3lqw.wam,x4rqw.wam,True,2021-05-03,0.04,https://ipfs.atomichub.io/ipfs/QmTE9PZfznCqjunt2NJ22ibiFssaM4kt9HteMZNYHt7R8A,sometimesnft,s.3qw.wam,0.07
95,1099523901018,Female Human,v2xrg.wam,qezrc.wam,v2xrg.wam,True,2021-04-30,0.05,https://ipfs.atomichub.io/ipfs/QmQUU3KsrRuPiFgmu9wJWp2f9NJ4WzD3eVjMRJdctf9rtR,alien.worlds,federation,0.01
98,1099530364133,Belay,s.rplanet,sdvb2.wam,xvfri.wam,True,2021-04-30,0.13,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-95-0-23-0_front.png,kogsofficial,kogsofficial,0.06
101,1099532159979,Rover,zpvys.wam,aqyr.wam,twjaw.wam,True,2021-04-30,30.09,https://ipfs.atomichub.io/ipfs/Qmf5EbvN8D7XMAwd7Do3DMFyuLD5ANygdmY4JUReZNdfZm/main/rover/dark-matter/front.gif,colonizemars,colonizemars,0.08
103,1099526419872,Santiago Espinal,nizre.wam,3c1rk.wam,4lnre.wam,True,2021-04-30,2.62,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_tor_santiago_espinal.jpg,mlb.topps,mlb.topps,0.06
106,1099524363123,Bronze Topps Coin,v2vbe.wam,wszr4.wam,v2vbe.wam,True,2021-04-30,7.27,https://ipfs.atomichub.io/ipfs/QmfV5ARCxinvHWCuDEUTPUox2btuM8SZgbFRfphJBxpXFr/Topps-bronze.gif,mlb.topps,mlb.topps,0.06
109,1099525043706,Symbol Sticker,ze1qy.wam,s4z3c.wam,ze1qy.wam,True,2021-04-30,0.61,https://ipfs.atomichub.io/ipfs/QmeWdmaL4LGiMidnEQFPWgZAgKRjvgKekkzwsVPBkF6ZVR,colonizemars,colonizemars,0.08
114,1099532162063,Fuel Plant,n1kra.wam,aqyr.wam,twjaw.wam,True,2021-04-30,26.33,https://ipfs.atomichub.io/ipfs/Qmf5EbvN8D7XMAwd7Do3DMFyuLD5ANygdmY4JUReZNdfZm/main/fuel-plant/dark-matter/front.gif,colonizemars,colonizemars,0.08
119,1099515272100,SMART OWL MM,1ztau.wam,2jbaw.wam,1ztau.wam,True,2021-05-05,2511.39,https://ipfs.atomichub.io/ipfs/QmUFKgi41vFnCTKJ2X8PTfApdf9ycDYuVQEtNRtmC5NY2K,smartowl1123,2jbaw.wam,0.01
120,1099531122102,Basic Trilium Detector,vhgvc.wam,iugka.wam,bgdrc.wam,True,2021-04-30,28.33,https://ipfs.atomichub.io/ipfs/QmTY7qLossCEC9ypDqyCtsHhzLPVy742Fp2mqsdDg8KKNt,alien.worlds,federation,0.01
124,1099532210425,Duelist,s.rplanet,yfwau.wam,pd2r4.wam,True,2021-04-30,0.33,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/duelist_1s_sframe.png,darkcountryh,darkcountryh,0.05
129,1099531472841,Ignition,gh.b4.wam,5l4b4.wam,gh.b4.wam,True,2021-04-29,0.27,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/ignition_0s_sframe.png,darkcountryh,darkcountryh,0.05
131,1099526658979,Mallex Smith,waxdegromm21,jnqbg.wam,zqmr2.wam,True,2021-04-30,2.63,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Uncommon/Gold%20Base%20Fronts/topps_series1_base_sea_mallex_smith_gold.jpg,mlb.topps,mlb.topps,0.06
132,1099530557621,ExoGloves,ctuem.wam,sovba.wam,1pwrm.wam,True,2021-04-30,7.5,https://ipfs.atomichub.io/ipfs/QmcobwNfMmSvewRsnS358br7Cz3qxM6rr5cusUgqN2326Y,alien.worlds,federation,0.01
133,1099526661578,Dylan Carlson,jfhbe.wam,.rtre.wam,jfhbe.wam,True,2021-04-30,19.81,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Uncommon/Gold%20Base%20Fronts/topps_series1_base_stl_dylan_carlson_gold.jpg,mlb.topps,mlb.topps,0.06
140,1099525821540,Mike Foltynewicz,hhobi.wam,vipre.wam,hhobi.wam,True,2021-04-29,1.98,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_atl_mike_foltynewicz.jpg,mlb.topps,mlb.topps,0.06
142,1099526325842,Walk-off Apart,wdcbi.wam,3c1rk.wam,wdcbi.wam,True,2021-04-30,2.63,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_sf_sanfrancisco_giants_cl-8.jpg,mlb.topps,mlb.topps,0.06
146,1099530364135,Paz,s.rplanet,sdvb2.wam,r3wb.wam,True,2021-04-30,0.5,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-93-28-34-0_front.png,kogsofficial,kogsofficial,0.06
152,1099532126308,Cop Gnome | Base Card,4cnr4.wam,beer4.wam,vbmqu.wam,True,2021-04-30,0.59,https://ipfs.atomichub.io/ipfs/QmU8zJHU4qjvuwPDVxed14v14Cahq8L4RcN97eELwV5Nab,gnomeseries1,hhvb2.wam,0.15
154,1099520617010,_element_keycard_totoro,s.rplanet,uslb2.wam,szyqy.wam,True,2021-04-30,10.03,https://ipfs.atomichub.io/ipfs/QmU5zDuiMK3k1isbDCCzuUmwSj91ZwJLc22PAYJKjxMrEX,bitcoinorign,btcorigins21,0.1
157,1099532059459,Ominous Orange,4wnra.wam,b42b4.wam,esfro.wam,True,2021-04-30,0.01,https://ipfs.atomichub.io/ipfs/QmWp1by8KhcrzKqujNcNeGS11cbvUDVdGzzQSAv8PAtzy8,foodmonsters,xhoqy.wam,0.05
158,1099532214848,Ice Mining Rig,.wmbg.wam,tqbsi.wam,so3aw.wam,True,2021-04-30,29.84,https://ipfs.atomichub.io/ipfs/Qmf5EbvN8D7XMAwd7Do3DMFyuLD5ANygdmY4JUReZNdfZm/main/ice-mining-rig/dark-matter/front.gif,colonizemars,colonizemars,0.08
161,1099530364136,Aztec Pyramid,s.rplanet,sdvb2.wam,r3wb.wam,True,2021-04-30,0.5,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-104-6-21-0_front.png,kogsofficial,kogsofficial,0.06
164,1099532210427,Smuggler,s.rplanet,yfwau.wam,45yb4.wam,True,2021-04-30,0.33,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/smuggler_1s_sframe.png,darkcountryh,darkcountryh,0.05
171,1099525779948,Keibert Ruiz,mfmbi.wam,2bar4.wam,mfmbi.wam,True,2021-04-30,40.11,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Super%20Rare/Short%20Print%20Backs/topps_series1_base_lad_keibert_ruiz_sp_back.jpg,mlb.topps,mlb.topps,0.06
172,1099529900561,Grey Peacemaker,ektbe.wam,c.gry.wam,u2.bc.wam,True,2021-04-30,0.1,https://ipfs.atomichub.io/ipfs/Qme5HWgJritQsBFeGsbYW1XCpe9YBmJY5z6SLq8aGbWQtP,alien.worlds,federation,0.01
181,1099532017847,B.B. Kayaking,tubes.kogs,ymprk.wam,wkwaw.wam,True,2021-06-15,0.21,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-121-1-35-0_front.png,kogsofficial,kogsofficial,0.06
183,1099529371921,Here Comes the Rain,vziha.wam,sy.bq.wam,ganjaflay333,True,2021-04-30,0.26,https://ipfs.atomichub.io/ipfs/QmR7b8nehhgEP36sqQVGE6wEkLHWNj88jyP43hE3ZbvbEw/01_NFT_Assets/OK_Crypto/NFT/Assets_Animations/01_Common/Front/1.1.11_Here_Comes_the_Rain.png,weezer,weezer,0.06
184,1099530364138,Friendly Ghost,22urg.wam,sdvb2.wam,22urg.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Slammer/no_foil/common/1-165-0-22-0_front.png,kogsofficial,kogsofficial,0.06
187,1099532210428,Death seeker,ve1bc.wam,yfwau.wam,ve1bc.wam,True,2021-04-30,0.3,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/deathseaker_0s_sframe.png,darkcountryh,darkcountryh,0.05
191,1099526776250,Seth Lugo,fp1bq.wam,nfcbg.wam,xpvr4.wam,True,2021-04-30,7.52,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Rare/Rainbow%20Base%20Backs/topps_series1_base_nym_seth_lugo_back.jpg,mlb.topps,mlb.topps,0.06
194,1099531129050,Phonebooth - Sticker,sj2bc.wam,3kule.wam,sj2bc.wam,True,2021-04-30,0.88,https://ipfs.atomichub.io/ipfs/QmWXmBfCbCnxzT86qGN9ACvj5cyRyJauEFajWATJ7ZAf6E,metaforce,metaforce,0.05
196,1099531026590,Barricade,.oohk.wam,a.ork.wam,2ogre.wam,True,2021-04-29,0.12,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/barricade_0s_sframe.png,darkcountryh,darkcountryh,0.05
199,1099530249593,Aloo Gobi,esfro.wam,sy.bq.wam,esfro.wam,True,2021-04-30,0.5,https://ipfs.atomichub.io/ipfs/QmR7b8nehhgEP36sqQVGE6wEkLHWNj88jyP43hE3ZbvbEw/01_NFT_Assets/OK_Crypto/NFT/Assets_Animations/02_Collectible/Front/1.2.02_Aloo_Gobi.gif,weezer,weezer,0.06
205,1099531026589,Swamp witch,s.rplanet,a.ork.wam,w4dba.wam,True,2021-04-30,0.3,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/swampwitch_0s_sframe.png,darkcountryh,darkcountryh,0.05
208,1099526125405,Miami Marlins,3k3am.waa,jnqbg.wam,e43am.waa,True,2021-04-30,2.5,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_mia_miami_marlins_tc.jpg,mlb.topps,mlb.topps,0.06
211,1099519318780,Anrich Nortje,1pjbk.wam,moneyjunior1,1pjbk.wam,True,2021-05-01,0.25,https://ipfs.atomichub.io/ipfs/QmdKEJtXZjn3rDfSneUDDV8Y8FCcWEHpe1mGTPGEewcKdK,cric.owens,owens,0.04
212,1099530363638,Hatched Alien Egg 2/4,s.rplanet,sdvb2.wam,m5jrc.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-32-2-23-0_front.png,kogsofficial,kogsofficial,0.06
215,1099530723823,Red-Bull,v5cb4.wam,3kule.wam,v5cb4.wam,True,2021-04-30,0.0,https://ipfs.atomichub.io/ipfs/QmT4BtdzfU6FYG5LMrJ5VSCR4Nh5udZNbmBm26rcGjmNFz,kollectahblz,cazqy.wam,0.07
216,1099531026588,Gamble with death,s.rplanet,a.ork.wam,wulr2.wam,True,2021-04-30,0.13,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/gamblewithdeath_0s_sframe.png,darkcountryh,darkcountryh,0.05
218,1099527638887,KOG Pearl,pokqw.wam,nljmy.wam,trfr.wam,True,2021-04-30,15.04,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/ultra_rare/4-76-18-6-0_front.png,kogsofficial,kogsofficial,0.06
222,1099527415983,Spawning Simone,yjcqu.wam,wrira.wam,yjcqu.wam,True,2021-04-30,1.0,https://ipfs.atomichub.io/ipfs/QmRfRQ17WhNTFsL1s1qTK6poN6MKAe1SnAbRS3q4cGEbky/cards/common/02a.png,mutants.r2,mutants.r2,0.08
224,1099531026587,Shadow,s.rplanet,a.ork.wam,w4dba.wam,True,2021-04-30,0.3,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/shadow_0s_sframe.png,darkcountryh,darkcountryh,0.05
225,1099520637292,Fearless Huntress,s.rplanet,dhar.wam,r3wb.wam,True,2021-04-30,0.5,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-19-6-20-0_front.png,kogsofficial,kogsofficial,0.06
226,1099526656755,Justus Sheffield,ohfbc.wam,jnqbg.wam,zqmr2.wam,True,2021-04-30,2.76,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Uncommon/Gold%20Base%20Fronts/topps_series1_base_sea_justus_sheffield_gold.jpg,mlb.topps,mlb.topps,0.06
232,1099525696046,Jake Odorizzi,x5sr.wam,nywbe.wam,x5sr.wam,True,2021-05-04,3.3,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Uncommon/Gold%20Base%20Fronts/topps_series1_base_min_jake_odorizzi_gold.jpg,mlb.topps,mlb.topps,0.06
234,1099532208383,Juba,5wube.wam,pxzbi.wam,rtxrc.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-98-26-23-0_front.png,kogsofficial,kogsofficial,0.06
238,1099519317455,Jagadeesha Suchith,auvr2.wam,moneyjunior1,auvr2.wam,True,2021-05-03,0.26,https://ipfs.atomichub.io/ipfs/QmdKEJtXZjn3rDfSneUDDV8Y8FCcWEHpe1mGTPGEewcKdK,cric.owens,owens,0.04
246,1099532208382,Kog Kid,5wube.wam,pxzbi.wam,rtxrc.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-69-26-22-0_front.png,kogsofficial,kogsofficial,0.06
253,1099525890870,Do It for the Fans!,4tob4.wam,jnqbg.wam,4tob4.wam,True,2021-04-30,2.25,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_cws_chicago_whitesox_cl-4.jpg,mlb.topps,mlb.topps,0.06
254,1099526271166,Chris Archer,pc.be.wam,3c1rk.wam,lajbw.wam,True,2021-04-30,2.32,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_pit_chris_archer.jpg,mlb.topps,mlb.topps,0.06
261,1099529077206,Glavor Disc,xijbw.wam,bbdra.wam,fdqbg.wam,True,2021-04-29,62.61,https://ipfs.atomichub.io/ipfs/QmcH6nEoZGtu4CJpEZL54MQunhRANf6tLYrHkmxDdaNbad,alien.worlds,federation,0.01
263,1099517171958,Class - Foil,s.rplanet,mirqy.wam,2vpay.wam,True,2021-04-30,0.45,https://ipfs.atomichub.io/ipfs/QmeSXAbzuDQDkwBhspzyj9Ltz5m58UcBypCLvjcDRg4eAT/Class/41-CLASS-Foil.gif,stf.capcom,capcom,0.06
268,1099532017848,Alister,ovrr.wam,ymprk.wam,ovrr.wam,True,2021-06-02,0.21,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-10-2-22-0_front.png,kogsofficial,kogsofficial,0.06
269,1099526571387,Walker Buehler,d35bo.wam,nnzrg.wam,d35bo.wam,True,2021-04-29,11.01,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Uncommon/Gold%20Base%20Fronts/topps_series1_base_lad_walker_buehler_gold.jpg,mlb.topps,mlb.topps,0.06
272,1099526936515,Standard Sword,s.rplanet,mijbo.wam,kleru.wam,True,2021-04-30,0.08,https://ipfs.atomichub.io/ipfs/QmYfMb6jv4fAkYKCYn36kHeXE1PpPhqwCuh5jP9KbJs8jC,alien.worlds,federation,0.01
276,1099532211168,Chill Panda,s.rplanet,pxzbi.wam,nc2b2.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Slammer/no_foil/common/1-163-1-24-0_front.png,kogsofficial,kogsofficial,0.06
277,1099525919850,Freddy Galvis,wkjbg.wam,pg5rk.wam,wkjbg.wam,True,2021-04-30,2.5,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_cin_freddy_galvis.jpg,mlb.topps,mlb.topps,0.06
279,1099525803389,Atlanta Braves,pc.be.wam,jnqbg.wam,lajbw.wam,True,2021-04-30,2.5,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_atl_atlanta_braves_tc.jpg,mlb.topps,mlb.topps,0.06
280,1099528005018,TheBestFans,l21r2.wam,xfrb.wam,l21r2.wam,True,2021-04-30,0.0,https://ipfs.atomichub.io/ipfs/Qmaxk2xP64qaVZywPNXLZjpu4AnMzyhjuWxQdxkhQpysfj,zombaeseries,22br.wam,0.1
282,1099530363641,Volleyshark,czfqy.wam,sdvb2.wam,czfqy.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-128-3-23-0_front.png,kogsofficial,kogsofficial,0.06
283,1099532211167,Daddy Shark 3/3,tubes.kogs,pxzbi.wam,1q.ay.wam,True,2021-05-09,1.49,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/rare/3-37-9-16-0_front.png,kogsofficial,kogsofficial,0.06
286,1099522798684,Fomo,s.rplanet,ij5b4.wam,okbr.wam,True,2021-05-21,0.77,https://ipfs.atomichub.io/ipfs/QmTpBiAwmFXSgoAsG4y9WDGdXMz7dV6XjzLF8FQM6Q4b6q/fomo.jpg,bitverse,bitverse,0.06
287,1099532209548,Witchhunter,s.rplanet,yfwau.wam,hywb2.wam,True,2021-04-30,0.5,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/witchhunter_1s_sframe.png,darkcountryh,darkcountryh,0.05
291,1099517168602,Nash (Pwr: 5),mitay.wam,mirqy.wam,mitay.wam,True,2021-04-30,4.05,https://ipfs.atomichub.io/ipfs/QmeSXAbzuDQDkwBhspzyj9Ltz5m58UcBypCLvjcDRg4eAT/Base/3-Nash-Base.png,stf.capcom,capcom,0.06
293,1099528605326,Necalli (Pwr: 1),jz3b.wam,dvbao.wam,jz3b.wam,True,2021-04-30,0.75,https://ipfs.atomichub.io/ipfs/QmeSXAbzuDQDkwBhspzyj9Ltz5m58UcBypCLvjcDRg4eAT/Weld/8-NECALLI-Weld-GIF.gif,stf.capcom,capcom,0.06
294,1099530363642,Fire,s.rplanet,sdvb2.wam,rtxrc.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-86-0-23-0_front.png,kogsofficial,kogsofficial,0.06
296,1099526247088,Tony Kemp,pc.be.wam,3c1rk.wam,lajbw.wam,True,2021-04-30,2.45,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_oak_tony_kemp.jpg,mlb.topps,mlb.topps,0.06
298,1099532208379,Jipper,5wube.wam,pxzbi.wam,rtxrc.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-12-26-23-0_front.png,kogsofficial,kogsofficial,0.06
300,1099523018294,Cartombs! Burn Promo,s.rplanet,rx4re.wam,cr5ay.wam,True,2021-04-30,1.24,https://ipfs.atomichub.io/ipfs/QmV4MAS5PTh1LbZJgtgf7L6vLRFJ7rxv5LapMBipe1FZ3p,cartombs.r2,cartombs.r2,0.08
305,1099532211164,UFO Machine,4kdra.wam,pxzbi.wam,4kdra.wam,True,2021-04-30,0.63,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-136-28-20-0_front.png,kogsofficial,kogsofficial,0.06
307,1099530363643,Chicken Egg 1/3,s.rplanet,sdvb2.wam,m5jrc.wam,True,2021-04-29,0.24,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/common/1-38-3-22-0_front.png,kogsofficial,kogsofficial,0.06
309,1099526399214,Texas Rangers,3k3am.waa,jnqbg.wam,e43am.waa,True,2021-04-30,2.5,https://ipfs.atomichub.io/ipfs/QmeUc3zvUR1vRP676Kuy1YZskWTX2Eusht3Z9NUo5k48ne/Common/Base%20Fronts/topps_series1_base_tex_texas_rangers_tc.jpg,mlb.topps,mlb.topps,0.06
310,1099532013941,Enforcer,qq1qw.wam,e3kaw.wam,wv5r4.wam,True,2021-04-29,8.07,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/enforcer _1s_sframe.png,darkcountryh,darkcountryh,0.05
317,1099531026585,Knife,s.rplanet,a.ork.wam,2wybg.wam,True,2021-04-30,0.25,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/knife_1s_sframe.png,darkcountryh,darkcountryh,0.05
