,asset_id,name,owner,seller,buyer,burnable,date,price_usd,media,coll_name,coll_author,coll_market_fee
85,1099512159263,Dr. Pepe,yqaaw.wam,qveau.wam,yqaaw.wam,True,2021-01-31,3.59,https://ipfs.atomichub.io/ipfs/QmWNMJ38UVyvZTm8ub5A8WdNSmwVwU9Mphd84B73dFqAXi/cosmic/21.png,pepe,pepe,0.1
86,1099514457430,The Monster,s.rplanet,matthew.za,bnoqw.waa,True,2021-01-31,2.22,https://ipfs.atomichub.io/ipfs/QmU1mbxaShVcEUUGGbZ5pMJTweuMfbD4LrybpXLKKop4rR/neon/03a.jpg,ultrahorrors,gtyaw.wam,0.08
87,1099514457390,Grindylow,s.rplanet,matthew.za,bnoqw.waa,True,2021-01-31,1.61,https://ipfs.atomichub.io/ipfs/QmU1mbxaShVcEUUGGbZ5pMJTweuMfbD4LrybpXLKKop4rR/neon/27a.jpg,ultrahorrors,gtyaw.wam,0.08
88,1099514717533,Cracked Chicken Egg 2/3,tubes.kogs,matthew.za,twjaw.wam,True,2021-01-31,0.4,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-39-7-34-0_front.png,kogsofficial,kogsofficial,0.06
91,1099512163135,Pepiano Frognaldo,gmuqy.wam,qveau.wam,gmuqy.wam,True,2021-02-25,10.36,https://ipfs.atomichub.io/ipfs/QmWNMJ38UVyvZTm8ub5A8WdNSmwVwU9Mphd84B73dFqAXi/cosmic/18.png,pepe,pepe,0.1
92,1099514717744,Bull,wdbay.wam,matthew.za,wdbay.wam,False,2021-01-31,1.41,https://ipfs.atomichub.io/ipfs/QmcXVuHRS69fva9casTYdH14zfLscrBCvX7KWhSxm3DYZk/Kog/no_foil/common/1-98-3-24-0_front.png,kogsofficial,kogsofficial,0.06
93,1099513423287,Forest,tjiqu.wam,matthew.za,tjiqu.wam,True,2021-01-31,16.09,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/foil/rare/3-79-9-13-1_front.png,kogsofficial,kogsofficial,0.06
94,1099514570822,Futures Grasp,tubes.kogs,matthew.za,joiau.wam,True,2021-01-31,3.99,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Slammer/no_foil/uncommon/2-159-28-21-0_front.png,kogsofficial,kogsofficial,0.06
95,1099512472994,Basic Explosive,.fwze.wam,u1wqw.wam,rdpqy.wam,True,2021-01-30,2.07,https://ipfs.atomichub.io/ipfs/QmUAPb7pV7hEyS1VEvKSZS3wfNvLcDvPx1khAX1p5z77Kx,alien.worlds,federation,0.01
96,1099514570811,Peroy,tubes.kogs,matthew.za,twjaw.wam,True,2021-01-31,0.61,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-94-7-21-0_front.png,kogsofficial,kogsofficial,0.06
97,1099514717214,Kogvana,tubes.kogs,matthew.za,twjaw.wam,True,2021-01-31,0.81,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-63-5-34-0_front.png,kogsofficial,kogsofficial,0.06
99,1099514717029,Plains,tubes.kogs,matthew.za,lp.aw.wam,True,2021-01-30,2.69,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/rare/3-82-9-18-0_front.png,kogsofficial,kogsofficial,0.06
101,1099514752945,Djinn,mrderkinhodl,iayaw.wam,ekaqw.wam,True,2021-01-31,0.73,https://ipfs.atomichub.io/ipfs/QmQYXMWU7GSaQu1RoNwWEdFyoFiMF2t7GWD1jxCA2xi5rL/main/front/uncommon/04.jpg,officialhero,heroes,0.06
102,1099514752946,Big Bad Bullion,s.rplanet,iayaw.wam,1mnqw.wam,True,2021-01-31,0.1,https://ipfs.atomichub.io/ipfs/QmQYXMWU7GSaQu1RoNwWEdFyoFiMF2t7GWD1jxCA2xi5rL/main/front/common/32.jpg,officialhero,heroes,0.06
103,1099514722461,Bernventures Pack,f31wq.wam,gsuqw.wam,5fdau.wam,True,2021-01-31,9.28,https://ipfs.atomichub.io/ipfs/QmZFv6fGryvQsU2k1dDY5fkJNvTakKxBwDyj8RDfEEmTvj,gpk.topps,gpk.topps,0.06
104,1099514447728,Surfshark,tubes.kogs,matthew.za,twjaw.wam,True,2021-01-31,0.48,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-125-6-34-0_front.png,kogsofficial,kogsofficial,0.06
106,1099514752949,Bluelight Imp,s.rplanet,iayaw.wam,1mnqw.wam,True,2021-01-31,0.11,https://ipfs.atomichub.io/ipfs/QmQYXMWU7GSaQu1RoNwWEdFyoFiMF2t7GWD1jxCA2xi5rL/main/front/common/29.jpg,officialhero,heroes,0.06
108,1099513374092,Black Mamba,qp2qw.wam,kfwau.wam,joiau.wam,True,2021-01-31,100.84,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Slammer/no_foil/rare/gold/3-158-32-17-0-1_front.png,kogsofficial,kogsofficial,0.06
109,1099512159265,pPp – Triple Pepe,yqaaw.wam,qveau.wam,yqaaw.wam,True,2021-01-31,0.34,https://ipfs.atomichub.io/ipfs/QmWNMJ38UVyvZTm8ub5A8WdNSmwVwU9Mphd84B73dFqAXi/magic_pond/26.png,pepe,pepe,0.1
110,1099514187804,Mr. Spaceman 2021 — Song Fragment 10 of 12,s.rplanet,matthew.za,fomqw.wam,True,2021-01-30,1.24,https://ipfs.atomichub.io/ipfs/QmRoJd5JTJFAVWXcfU48fkakog6nqgT1XJfhhHpZ3yqf5W,upliftart,upliftart,0.06
113,1099512161254,Gretchen Frogberg,1g1rg.wam,qveau.wam,dnfqw.wam,True,2021-01-31,0.16,https://ipfs.atomichub.io/ipfs/QmWNMJ38UVyvZTm8ub5A8WdNSmwVwU9Mphd84B73dFqAXi/magic_pond/11.png,pepe,pepe,0.1
114,1099513971961,Sexy Fireball Sticker #2,jhhay.wam,kq3qw.wam,jhhay.wam,True,2021-01-31,0.4,https://ipfs.atomichub.io/ipfs/QmeGknhFt5v39RTMnrZxVd6fn8EH5mrPPcviVrmzkyGybN,sometimesnft,s.3qw.wam,0.07
117,1099514290377,Dangerous Denique,sellotronwax,4bdau.wam,kouqw.wam,True,2021-01-31,0.28,https://ipfs.atomichub.io/ipfs/Qmb7r9gawcZvn4VLUu9cjG6wrXWz3XdKv1hdkwwQH2Ngrc,vancitycomic,vancity.gems,0.06
126,1099514285917,Maya & Bruce - Team Work,cbpb.wam,4bdau.wam,zbequ.wam,True,2021-01-31,0.28,https://ipfs.atomichub.io/ipfs/QmVfHMD4fXaoTLNp3At8UXQSMVjcYNNugL3M4ErCgVY6Uf,vancitycomic,vancity.gems,0.06
136,1099514281825,Bruce,sellotronwax,4bdau.wam,kouqw.wam,True,2021-01-31,0.28,https://ipfs.atomichub.io/ipfs/QmZBVryTcPSMktYXKLTR4Hfk4vz6KNNDwNhYgtsnaNJspk,vancitycomic,vancity.gems,0.06
143,1099514728714,Grey Peacemaker,f2wtc.wam,fpnqy.wam,unbaw.wam,True,2021-01-31,0.02,https://ipfs.atomichub.io/ipfs/Qme5HWgJritQsBFeGsbYW1XCpe9YBmJY5z6SLq8aGbWQtP,alien.worlds,federation,0.01
157,1099513342248,Black Guardian,a4.aw.wam,farky.wam,a4.aw.wam,True,2021-03-04,10.17,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-50-28-20-0_front.png,kogsofficial,kogsofficial,0.06
160,1099514524869,At the airport,moonsquirrel,pddaw.wam,jp2qy.wam,True,2021-02-16,5.7,https://ipfs.atomichub.io/ipfs/QmTBzkTjdp8tZRa1WyRsMr1AFBwniXV6oe9QCvCvSFRtK2,alpacaworlds,alpacabreedr,0.07
162,1099513997905,Black Annis,q3haw.wam,r2bak.wam,q3haw.wam,True,2021-01-31,1.41,https://ipfs.atomichub.io/ipfs/QmU1mbxaShVcEUUGGbZ5pMJTweuMfbD4LrybpXLKKop4rR/neon/21a.jpg,ultrahorrors,gtyaw.wam,0.08
166,1099514685651,Standard Drill,qjyj4.wam,p5may.wam,djjqw.wam,True,2021-01-30,0.03,https://ipfs.atomichub.io/ipfs/QmVUZHpUkc3PuLkJ7BDvJ3S3AgDySjsqWQib1sVKziHCbS,alien.worlds,federation,0.01
167,1099513217916,horde,3mqqu.wam,svwqu.wam,3mqqu.wam,True,2021-02-05,0.42,https://ipfs.atomichub.io/ipfs/QmVYRYvN4EGWC4nB3Foyc51owGhWnJfJnahXbfZ5qHcJmd/sticker/1.1.06.png,deadmau5,deadmau5,0.06
173,1099514685241,Standard Issue Axe,s.rplanet,o5may.wam,unbaw.wam,True,2021-01-31,0.02,https://ipfs.atomichub.io/ipfs/QmPSjMKxC6aZYJiKxSVtb6yVRB7CYC327zUt7dpEbMXot2,alien.worlds,federation,0.01
189,1099514481691,The Market Maker,eltay.wam,qveau.wam,gtiay.wam,True,2021-01-31,0.2,https://ipfs.atomichub.io/ipfs/QmfZi9dUvcfGBC8V6Q6e3r2BG9C72spTYz5AiAH73HjkFy,crptomonkeys,crptomonkeys,0.07
190,1099512991429,Female Grey,s.rplanet,4sgay.wam,v.fay.wam,True,2021-01-31,0.32,https://ipfs.atomichub.io/ipfs/QmNSXmTh2uHDY6EwK4CqeQBvB7y23iZNvrfuHmHKogruEt,alien.worlds,federation,0.01
193,1099512882763,The horse thief,s.rplanet,1l5qw.wam,jh5aw.wam,True,2021-01-31,0.36,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/thehorsethief_1s_sframe.png,darkcountryh,darkcountryh,0.05
207,1099514730677,Spike Hammer,cvnqu.wam,lhjqy.wam,cvnqu.wam,True,2021-01-30,0.17,https://ipfs.atomichub.io/ipfs/QmUQUBLRm7sJUkJaiMHdgECKFfFxrKJLVP228Q1HL1XAu7,alien.worlds,federation,0.01
216,1099512907611,Skeleton,33jau.wam,1l5qw.wam,33jau.wam,True,2021-01-30,0.25,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/skeleton_1s_sframe.png,darkcountryh,darkcountryh,0.05
227,1099514480112,monKey King,boughtthedip,5t2qw.wam,nspaw.wam,True,2021-01-31,0.79,https://ipfs.atomichub.io/ipfs/QmR2CANi4YXjTxPcZM6tW8pkxtczGAXoKQDi1on8gtbbyi,crptomonkeys,crptomonkeys,0.07
244,1099512893587,Rusty gun,s.rplanet,1l5qw.wam,kcxaw.wam,True,2021-02-09,0.27,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/rustygun_1s_sframe.png,darkcountryh,darkcountryh,0.05
258,1099512906825,Reanimated priest,s.rplanet,1l5qw.wam,tusay.wam,True,2021-02-25,0.48,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/reanimated priest_1s_sframe.png,darkcountryh,darkcountryh,0.05
276,1099512881349,Lightning Strike,composergame,1l5qw.wam,olyaw.wam,True,2021-02-01,0.56,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/lightningstrike_1s_sframe.png,darkcountryh,darkcountryh,0.05
286,1099512904751,Knife,wehaveaprblm,1l5qw.wam,dadqy.wam,True,2021-04-20,1.64,https://ipfs.atomichub.io/ipfs/https://cdn.darkcountry.io/img/knife_1s_sframe.png,darkcountryh,darkcountryh,0.05
290,1099514707506,The House of Snake,kx2aw.wam,lx5ay.wam,njdau.wam,True,2021-02-05,1.06,https://ipfs.atomichub.io/ipfs/QmdMwM4NpehChTrMUpwYZ57sPFq5QLNy2YfRK1qAJuAdCb,nftmetallog1,lx5ay.wam,0.07
297,1099514676244,Bernie Snackers,e5rau.wam,onlaw.wam,e5rau.wam,True,2021-01-31,5.16,https://ipfs.atomichub.io/ipfs/QmNzRuiL8svmM2Ps9cQDNxHz2k1N9iCtSyK529ZcfCnpQ8,gpk.topps,gpk.topps,0.06
317,1099514683761,Ray,tubes.kogs,lnjaw.wam,twjaw.wam,True,2021-01-31,0.52,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-51-5-34-0_front.png,kogsofficial,kogsofficial,0.06
318,1099514683503,God Kid,tubes.kogs,lnjaw.wam,kfwau.wam,True,2021-01-30,0.54,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-5-7-34-0_front.png,kogsofficial,kogsofficial,0.06
319,1099514683498,Red Dragon 3/3,tubes.kogs,lnjaw.wam,ae1qu.wam,True,2021-01-31,0.85,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-43-4-34-0_front.png,kogsofficial,kogsofficial,0.06
322,1099514683693,The Lurker - Football,tubes.kogs,lnjaw.wam,s1sqw.wam,True,2021-01-31,0.52,https://ipfs.atomichub.io/ipfs/QmVw3fDskNRcxQweB9vRoo8W8PchiTjtzaATFuGVfY3WWS/Kog/no_foil/uncommon/2-115-5-19-0_front.png,kogsofficial,kogsofficial,0.06
